SpotifyURI,Acousticness,Danceability,DurationMS,DynamicRange,Energy,Explicit,Instrumentalness,Key,Liveness,Loudness,Mode,Popularity,ReleaseDate,Sections,Speechiness,Tempo,TimeSignature,Valence,Hot
spotify:track:0jqLv5PuEUA0GthFjdtlS1,0.593,0.609,181274,31.410999999999998,0.836,1,0.0,4,0.466,-3.442,0,53,2018-11-30,7,0.264,72.09899999999998,4,0.584,1
spotify:track:1KWLyoPChJrBQFscO8NW8D,0.114,0.7240000000000001,143250,7.135000000000002,0.685,1,0.0,3,0.1,-4.0680000000000005,0,69,2018-11-27,8,0.321,150.016,4,0.862,1
spotify:track:7cW1wHpSLYgKWzoWlOCPFJ,0.106,0.672,169826,19.917,0.565,1,0.0,1,0.113,-6.504,1,58,2018-11-30,8,0.441,163.827,4,0.313,1
spotify:track:52i143Ph5c3RQaQFBXWix1,0.0562,0.888,172986,17.183999999999994,0.4320000000000001,1,0.0,10,0.112,-9.275,0,57,2018-11-30,6,0.0934,99.965,4,0.173,1
spotify:track:2G7V7zsVDxg1yRsu7Ew9RJ,0.0589,0.835,217925,16.099999999999998,0.626,1,6e-05,1,0.396,-5.832999999999998,1,81,2018-06-29,10,0.125,91.03,4,0.35,1
spotify:track:7epGknfpAlH1u33S71Ur1o,0.00245,0.544,178987,14.585,0.8540000000000001,0,1.2e-06,4,0.249,-4.968,0,69,2019-11-01,7,0.0289,91.966,4,0.436,1
spotify:track:6vN77lE9LK6HP2DewaN6HZ,0.035,0.964,142273,44.34,0.34600000000000003,1,0.0,5,0.108,-9.309,0,80,2018-05-18,7,0.53,119.958,4,0.562,1
spotify:track:0TlLq3lA83rQOYtrqBqSct,0.0164,0.912,238614,2.2940000000000005,0.412,1,0.013,7,0.104,-8.074,1,80,2018-06-29,11,0.124,154.983,4,0.422,1
spotify:track:0At2qAoaVjIwWNAqrscXli,0.0862,0.561,256064,8.754999999999999,0.779,0,0.0,10,0.078,-5.107,0,73,2017-02-22,12,0.0531,81.965,4,0.235,1
spotify:track:5aXgz1oKK8Q9z9xvTmSnrO,0.00587,0.755,215364,17.073,0.615,1,1.75e-06,4,0.109,-8.245,1,76,2018-11-09,12,0.0454,105.955,4,0.039,1
spotify:track:7wC5eZcFS1Q1BsQ35DU6H4,0.693,0.64,210376,47.187,0.321,0,0.0307,0,0.114,-14.604,1,76,2018-11-20,9,0.0931,145.045,4,0.177,1
spotify:track:0AluA5RNsa4Cx6XRhf2hWZ,0.588,0.81,208293,14.758,0.353,1,0.0,6,0.102,-9.931,0,75,2018-11-06,10,0.31,88.031,4,0.0727,1
spotify:track:75lcPkAkUsKWHGBlGM476R,0.0079,0.825,175954,21.765,0.5720000000000001,1,0.0,6,0.113,-6.067,0,79,2018-11-09,5,0.0864,141.991,4,0.568,1
spotify:track:04ZTP5KsCypmtCmQg5tH9R,0.00281,0.63,195519,14.909,0.6940000000000001,0,0.0,11,0.0719,-6.2570000000000014,0,78,2018-06-22,7,0.0253,97.005,4,0.21600000000000005,1
spotify:track:6CyJlVAEFlNdpggOLanytL,0.0651,0.434,185440,14.803999999999998,0.831,0,0.0,8,0.119,-4.774,1,66,2017-10-20,6,0.0453,156.034,4,0.596,1
spotify:track:6wWaVoUOzLQJHd3bWAUpdZ,0.0677,0.753,194732,3.8480000000000003,0.6859999999999999,1,0.0,1,0.193,-5.415,0,72,2018-10-05,9,0.284,132.055,4,0.8859999999999999,1
spotify:track:6mKs2kkBgvf090H566n1pd,0.172,0.635,217822,49.383,0.902,1,0.0,0,0.125,-3.559,1,75,2018-11-27,11,0.109,102.063,4,0.28600000000000003,1
spotify:track:4H0vNUFcHPz5lytcLjwqkr,0.0445,0.565,208893,4.0120000000000005,0.855,0,0.0,5,0.32,-4.189,1,63,2017-03-17,7,0.0557,74.98,4,0.852,1
spotify:track:4OBZT9EnhYIV17t4pGw7ig,0.795,0.473,209400,11.194,0.371,0,0.0,4,0.109,-10.219,0,77,2017-10-20,9,0.0405,75.208,4,0.413,1
spotify:track:2Grb4G6t9VIqo6moKUloom,0.00661,0.87,168347,11.767000000000001,0.35,1,0.000483,1,0.108,-6.082000000000002,1,70,2018-11-06,8,0.277,74.96300000000002,4,0.175,1
spotify:track:4S8d14HvHb70ImctNgVzQQ,0.0114,0.901,127947,2.2140000000000013,0.522,1,0.0,2,0.259,-8.304,1,77,2018-09-07,5,0.33,104.053,4,0.329,1
spotify:track:4jvjzW7Hm0yK4LvvE0Paz9,0.0175,0.669,196400,17.373,0.574,1,0.00294,4,0.146,-6.442,0,81,2018-11-09,5,0.0286,120.013,4,0.273,1
spotify:track:7zLYKWcXnYeHHWidalz7rj,0.462,0.6990000000000001,165000,19.935,0.5579999999999999,1,0.0,11,0.116,-7.622000000000001,1,81,2018-10-19,6,0.0603,79.992,4,0.493,1
spotify:track:1wjzFQodRWrPcQ0AnYnvQ9,0.535,0.752,197437,11.088,0.505,0,2.55e-06,9,0.104,-7.621,1,82,2017-05-19,9,0.253,91.97,4,0.419,1
spotify:track:3swc6WTsr7rl9DqQKQA55C,0.546,0.75,221440,8.494,0.56,1,0.0,8,0.111,-8.094,1,81,2018-04-27,13,0.105,140.06,4,0.459,1
spotify:track:3ee8Jmje8o58CHK66QrVC2,0.258,0.74,166606,27.812,0.613,1,0.00372,8,0.123,-4.88,1,86,2018-03-16,8,0.145,75.023,4,0.473,1
spotify:track:7tFiyTwD0nx5a1eklYtX2J,0.28800000000000003,0.392,354320,15.012999999999998,0.402,0,0.0,0,0.243,-9.961,0,74,1975-11-21,17,0.0536,143.88299999999995,4,0.228,1
spotify:track:1XJBDDpeuZaj5fvmwhdIMw,0.114,0.66,165517,55.461999999999996,0.615,1,0.0,1,0.315,-7.2,1,56,2018-12-14,11,0.47,174.03400000000005,4,0.501,1
spotify:track:33tNYw9oMtSkGe27NpgS64,0.182,0.79,169620,13.814,0.629,1,7.06e-06,8,0.338,-4.055,1,62,2018-08-10,9,0.142,170.023,4,0.267,1
spotify:track:0dbTQYW3Ad1FTzIA9t90E8,0.371,0.855,324189,34.295,0.6940000000000001,1,0.0,2,0.109,-4.393,1,70,2018-09-28,14,0.16899999999999998,122.078,4,0.49,1
spotify:track:3d1qN7AHge6BXuVPutcpI5,0.341,0.56,195147,5.164,0.736,0,9.81e-06,0,0.155,-7.306,1,66,2018-10-05,11,0.0446,79.843,4,0.8240000000000001,1
spotify:track:0TkJIyL69RAUIbNwGub6uR,0.0364,0.454,212374,17.316,0.66,1,0.0,0,0.181,-4.357,1,70,2018-09-21,11,0.168,184.353,4,0.568,1
spotify:track:0ZNrc4kNeQYD9koZ3KvCsy,0.005520000000000001,0.745,237240,11.522000000000002,0.34600000000000003,1,0.0,1,0.0881,-7.709,1,73,2018-08-03,12,0.331,203.911,4,0.112,1
spotify:track:0AcicReEGm1qcENjqzh1Tg,0.136,0.544,129429,21.327,0.524,1,0.0,8,0.106,-7.914,1,70,2018-11-09,5,0.0621,81.98200000000001,4,0.117,1
spotify:track:0ZPCxNK4DIrF8KqrN3DxfA,0.413,0.659,178286,31.57,0.672,1,0.0,9,0.125,-7.442,1,62,2018-11-09,8,0.264,139.868,4,0.452,1
spotify:track:1SxagO9GK0UUeEYLmH8Pln,0.0555,0.728,173129,16.68,0.517,1,1.95e-06,8,0.107,-11.404000000000002,1,63,2018-11-09,9,0.0629,111.974,4,0.379,1
spotify:track:0OgGn1ofaj55l2PcihQQGV,0.46,0.758,191147,10.307000000000002,0.574,1,0.00272,11,0.102,-6.8889999999999985,0,70,2017-12-01,9,0.0572,151.985,4,0.261,1
spotify:track:4kWO6O1BUXcZmaxitpVUwp,0.374,0.747,215760,5.7799999999999985,0.8340000000000001,1,0.0,3,0.0586,-2.867,0,77,2018-05-18,10,0.045,128.005,4,0.687,1
spotify:track:4hQ6UGyWQIGJmHSo0J88JW,0.0945,0.601,207905,22.656,0.7240000000000001,0,1.68e-06,6,0.12,-4.856,1,78,2018-05-10,7,0.0486,102.061,4,0.508,1
spotify:track:6NFyWDv5CjfwuzoCkw47Xf,0.21600000000000005,0.75,232253,39.847,0.404,0,0.000357,9,0.0911,-10.178,0,75,2017-11-10,12,0.0682,95.045,4,0.0499,1
spotify:track:6LyAwkJsHlW7RQ8S1cYAtM,0.733,0.638,166093,17.136,0.4,1,0.000133,11,0.334,-11.212,0,70,2018-11-06,10,0.0425,150.13299999999995,4,0.495,1
spotify:track:1fvCggAYrW0VtCljtqv4h2,0.175,0.8540000000000001,162133,15.11,0.708,1,0.0,1,0.241,-5.805,0,61,2018-11-02,10,0.244,118.032,4,0.172,1
spotify:track:22ykS8KWpd2r4zcRZ0XMK5,0.191,0.675,211920,12.701,0.23,1,0.0,1,0.104,-10.363,0,68,2018-11-06,12,0.204,173.96200000000005,4,0.101,1
spotify:track:42k9e2hgl98IdgkXLg4pxs,0.413,0.636,265120,19.524,0.501,1,0.0,11,0.339,-7.26,0,65,2018-11-06,9,0.329,82.309,4,0.196,1
spotify:track:5N5k9nd479b1xpDZ4usjrg,0.0119,0.7809999999999999,213309,21.024,0.768,0,4.91e-06,11,0.325,-5.9910000000000005,1,82,2018-08-17,9,0.0394,123.07,4,0.486,1
spotify:track:5WvAo7DNuPRmk4APhdPzi8,0.0733,0.552,260000,23.325000000000006,0.76,1,0.0,0,0.0865,-4.706,1,75,2018-07-27,10,0.342,135.702,5,0.639,1
spotify:track:33471tzU1VghDg9zNgGRpz,0.152,0.758,166573,3.844,0.867,0,0.0,11,0.308,-5.087,1,66,2017-08-25,9,0.0475,102.018,4,0.964,1
spotify:track:1jo3TwNGCXfNdB5uba3ZVv,0.0989,0.892,253580,12.304,0.6509999999999999,1,0.0,0,0.371,-8.645,0,75,2018-09-19,14,0.378,105.814,4,0.599,1
spotify:track:1B4gJRq61xTs6r1O0Uq2iY,0.525,0.921,197079,13.726000000000004,0.607,1,1.12e-06,1,0.123,-7.397,1,71,2018-11-02,10,0.209,140.071,4,0.753,1
spotify:track:4RGacGFT2ztXhGgzeaYzIR,0.319,0.799,184360,22.307,0.616,1,0.0,1,0.134,-8.809,1,58,2018-11-06,8,0.157,114.014,4,0.667,1
spotify:track:09IStsImFySgyp0pIQdqAc,0.171,0.753,184732,10.008,0.657,0,0.0,7,0.112,-3.0610000000000004,1,82,2018-01-23,10,0.0449,107.01,4,0.4370000000000001,1
spotify:track:1kFBLqkTuNKlspkJ1EOGjN,0.794,0.485,207267,11.69,0.306,0,0.0,0,0.122,-8.431000000000001,1,63,2017-09-22,11,0.0409,203.729,4,0.224,1
spotify:track:78ypJAUqkVygF0jq6faTsV,0.00304,0.8029999999999999,213333,11.571,0.8690000000000001,0,0.00112,7,0.0442,-2.5780000000000003,1,20,2018-12-25,6,0.05,126.036,4,0.151,1
spotify:track:0oagwWkGlBoACUuKvTmqZV,0.272,0.312,273640,27.691,0.499,0,0.0,7,0.0901,-6.282,1,68,2018-10-24,11,0.0397,148.173,4,0.191,1
spotify:track:2SL6oP2YAEQbqsrkOzRGO4,0.0193,0.7490000000000001,269554,24.155,0.794,1,0.0,0,0.5429999999999999,-5.063,1,75,2018-08-31,10,0.064,135.959,4,0.46,1
spotify:track:0Fpen1PTuEnCmOJtUU9Iud,0.0367,0.85,343099,28.426,0.785,1,0.0,8,0.155,-4.963,0,72,2018-09-18,17,0.345,145.063,4,0.718,1
spotify:track:5Z19ylxppfnfdP4JH0u8oj,0.481,0.507,199693,9.222,0.3720000000000001,0,0.0,1,0.271,-8.433,1,65,2018-08-17,10,0.0303,86.42200000000003,4,0.257,1
spotify:track:3to5UxKsozb4T6CfwHuhLJ,0.301,0.792,139200,9.189,0.5710000000000001,1,0.0,8,0.1,-7.539,0,75,2018-10-19,4,0.094,99.999,4,0.556,1
spotify:track:2dwoqUYTy6SOy1dFqcTndC,0.294,0.552,202067,28.405,0.698,0,0.000103,8,0.0905,-4.817,1,64,2018-04-13,6,0.0306,90.006,4,0.6,1
spotify:track:2qT1uLXPVPzGgFOx4jtEuo,0.04,0.6990000000000001,205920,7.084,0.713,0,3.11e-06,9,0.294,-5.5070000000000014,0,81,2018-08-17,11,0.0594,121.993,4,0.354,1
spotify:track:2OsDoAzo5SGq10qwmKSQBv,0.266,0.81,271067,6.037000000000001,0.458,1,0.0,4,0.174,-7.495,0,66,2018-10-19,16,0.105,125.049,4,0.493,1
spotify:track:2vs5ubqg8QUbfyWZpMfvWe,0.0402,0.732,169920,8.350999999999999,0.586,1,2.66e-06,1,0.121,-7.8679999999999986,1,64,2018-10-19,6,0.232,76.48,4,0.73,1
spotify:track:6SkHm6poyKfzV6kc9any8k,0.0998,0.6940000000000001,189493,10.556,0.63,0,0.0006349999999999999,7,0.12,-6.84,0,69,2018-10-19,9,0.162,90.045,4,0.341,1
spotify:track:7stcuQtnHL7C6XdPvpwywv,0.552,0.487,270413,13.736,0.458,0,0.0257,4,0.117,-7.761,0,65,2018-10-19,15,0.0371,115.989,4,0.207,1
spotify:track:5R2rsbwCDXORX2tLfprRmM,0.317,0.721,166343,19.605999999999998,0.508,1,0.0,7,0.153,-7.496,1,74,2018-10-19,11,0.394,159.911,4,0.457,1
spotify:track:2EhJijFUs0WUmNClDBpYJq,0.122,0.75,102560,1.644,0.387,1,0.0,1,0.0993,-10.123,0,65,2018-10-19,5,0.487,143.019,4,0.7390000000000001,1
spotify:track:7jr3iPu4O4bTCVwLMbdU2i,0.0658,0.6779999999999999,189173,3.3100000000000005,0.7290000000000001,0,0.0,8,0.303,-4.188,1,77,2018-10-19,9,0.13699999999999998,99.895,4,0.643,1
spotify:track:3ZPKocroJIcnHGcnJVlLKD,0.205,0.534,238627,15.806,0.784,0,0.00579,8,0.106,-3.59,1,63,2019-01-24,9,0.0339,92.147,4,0.6,1
spotify:track:3m2aDCqn8eT5ElXDUiboGU,0.105,0.95,158769,21.81,0.489,1,0.0,8,0.411,-8.411,1,70,2018-10-19,8,0.462,130.02100000000002,4,0.919,1
spotify:track:7iDa6hUg2VgEL1o1HjmfBn,0.047,0.643,163870,8.798,0.7829999999999999,0,0.0,10,0.083,-6.457999999999998,1,79,2017-08-11,7,0.0856,154.084,4,0.579,1
spotify:track:1rlIrbWboTRGeKfHhgbJRZ,0.129,0.853,156195,6.26,0.637,1,0.0,3,0.267,-5.924,0,69,2018-10-12,6,0.331,86.04799999999999,4,0.496,1
spotify:track:4L9Ds4mpD3SuYoWwFUlv16,0.0791,0.362,185200,5.502000000000002,0.882,0,0.0,3,0.15,-3.717,1,74,2019-02-15,9,0.0973,199.811,4,0.8640000000000001,1
spotify:track:3edzl4zvKFi0D3iuF6cs2f,0.0403,0.917,224903,39.872,0.7859999999999999,1,0.0,11,0.195,-4.921,0,58,2018-10-12,12,0.208,143.03799999999995,4,0.441,1
spotify:track:4lFfMRH0YH4pW5gczTDbNC,0.24,0.741,219136,18.698,0.37,0,0.0,8,0.118,-8.437000000000001,0,70,2018-06-08,12,0.324,116.06,4,0.13,1
spotify:track:6Q36XucqrejMId3RydVhch,0.166,0.86,180960,11.917,0.408,1,0.0,0,0.111,-5.3889999999999985,1,58,2018-10-12,6,0.189,75.48100000000002,4,0.0548,1
spotify:track:0JYAsQJWIuaYUvZGF1qapT,0.0939,0.684,236948,23.233,0.7909999999999999,1,0.0,5,0.359,-4.435,1,58,2018-10-12,10,0.309,153.99200000000005,4,0.529,1
spotify:track:5BQrp63SHCVf4bzCzJePne,0.409,0.585,249450,35.577,0.7090000000000001,1,0.0,8,0.183,-6.072,1,66,2018-09-28,8,0.319,111.913,4,0.21,1
spotify:track:7pVzUPjJ83QojsVcOthmxP,0.0894,0.831,211963,15.561,0.528,1,2.58e-05,2,0.396,-7.635,1,49,2018-10-12,10,0.534,153.987,4,0.232,1
spotify:track:0kCBorRrKZkSztd9m0QI3r,0.00183,0.938,201707,29.305,0.5,1,0.0,4,0.077,-10.08,0,69,2018-08-17,10,0.14400000000000002,140.011,4,0.462,1
spotify:track:4lJNen4SMTIJMahALc3DcB,0.0077,0.69,187027,13.697,0.7140000000000001,0,7.23e-05,7,0.191,-5.948,1,77,2019-04-12,8,0.0338,112.009,4,0.489,1
spotify:track:53yTYusPQJ1AApL1hi0Dnc,0.193,0.471,216093,12.071,0.897,0,0.0,9,0.196,-2.27,1,68,2017-12-08,10,0.0597,159.958,4,0.7190000000000001,1
spotify:track:7HdNB8nvJOBwHa8hIkzvxp,0.0996,0.715,130929,13.229000000000001,0.617,1,3.41e-06,11,0.18600000000000005,-5.558,0,61,2018-12-14,6,0.24,176.11700000000005,4,0.28300000000000003,1
spotify:track:69PkhA9q3xCWU2CzoZnLAu,0.0161,0.962,237655,25.252,0.573,1,0.0,7,0.109,-5.924,1,60,2018-10-12,7,0.308,125.035,4,0.728,1
spotify:track:6PoKfDY78ih5OveWirggRX,0.105,0.8590000000000001,187465,52.006,0.506,1,0.0,10,0.113,-8.115,0,63,2018-10-05,6,0.418,140.97299999999996,4,0.153,1
spotify:track:7roKDmJDOzkpfGpUQJ5EnL,0.28800000000000003,0.821,162268,15.226,0.636,1,0.0,7,0.104,-6.0379999999999985,0,61,2018-10-05,9,0.0899,142.00799999999995,4,0.4,1
spotify:track:172e82oK9vGoBPvc6SqMm5,0.868,0.557,191280,24.295,0.279,0,1.25e-05,6,0.0978,-7.7570000000000014,1,63,2018-10-05,9,0.0372,102.727,4,0.263,1
spotify:track:0CBQ0m3mufWH75LTYB3s6h,0.0414,0.902,186872,11.754000000000001,0.8190000000000001,1,0.0,1,0.106,-3.321,1,63,2018-09-28,10,0.317,89.0,4,0.746,1
spotify:track:0Y7di9ZCmB6Elad5WISaPc,0.033,0.879,189909,11.384,0.662,1,0.0,2,0.716,-6.162000000000001,1,62,2018-09-28,11,0.309,117.975,4,0.723,1
spotify:track:1E1uGhNdBe6Dddbgs2KqtZ,0.008490000000000001,0.62,238560,22.12,0.61,0,0.162,11,0.205,-8.329,0,71,2018-10-05,10,0.0373,127.052,4,0.235,1
spotify:track:1yQvL8SzbF5JCroRKk9F07,0.175,0.7659999999999999,191724,14.861999999999998,0.6920000000000001,1,0.0,1,0.0844,-5.343,1,57,2018-10-05,8,0.0705,120.028,4,0.426,1
spotify:track:5HeKOKc4phmLn8e4I7EkzD,0.0563,0.7490000000000001,229120,12.02,0.723,0,0.022,1,0.0977,-6.609,1,72,2018-10-05,11,0.0432,108.999,4,0.674,1
spotify:track:6qNALlmZa1ESnCxJmXE1K9,0.314,0.755,186080,13.904000000000002,0.769,0,2.38e-06,10,0.0628,-5.658,0,67,2018-05-11,7,0.18600000000000005,114.966,4,0.642,1
spotify:track:5cGpjfgAvidLy6znwkCxkP,0.121,0.578,193243,37.08,0.5770000000000001,1,0.0,2,0.086,-5.997000000000001,0,62,2018-09-28,9,0.202,99.288,5,0.154,1
spotify:track:6jMbPsH6lTOLs5n8Af26AG,0.7979999999999999,0.6990000000000001,159293,6.44,0.282,0,1.23e-06,7,0.0981,-7.65,1,63,2018-10-05,10,0.0374,79.77600000000002,4,0.359,1
spotify:track:5SehvGGC53A7SZKCLXQcyt,0.0699,0.728,225040,15.136,0.602,0,7.01e-06,9,0.318,-7.747999999999998,0,70,2018-10-05,11,0.185,140.08100000000002,4,0.328,1
spotify:track:16QjPRt5HYK0dnLGmGRCvf,0.257,0.6579999999999999,174662,23.226999999999997,0.535,1,0.0,11,0.0981,-8.197000000000001,1,55,2018-10-05,12,0.515,150.055,4,0.395,1
spotify:track:3F57PtOdqRpD6euFYqtKXX,0.328,0.8220000000000001,145060,21.698,0.461,1,0.0,1,0.122,-6.506,1,62,2018-10-05,6,0.449,130.003,4,0.268,1
spotify:track:3JX0dOCIAiaR8MP3ryXWuM,0.0263,0.784,216961,55.702,0.44,1,1.9e-06,10,0.122,-6.566,1,61,2018-09-28,8,0.0401,118.089,4,0.22,1
spotify:track:5IvdLxVB8gwwcgnEkXSSW2,0.525,0.603,242972,40.563,0.457,0,0.0,11,0.0905,-5.384,1,57,2018-09-28,12,0.297,73.72399999999998,4,0.458,1
spotify:track:05r1GGg1Rhs0RcUg27C82a,0.0301,0.624,242050,15.936,0.568,1,0.0,9,0.25,-5.664,1,59,2018-09-28,12,0.14300000000000002,149.857,4,0.115,1
spotify:track:2AwyHlbA6f641SEkizD5JG,0.0395,0.752,205983,14.044,0.708,1,0.0,9,0.0601,-5.053,1,58,2018-09-28,9,0.28,84.97399999999998,4,0.645,1
spotify:track:2DnH4XlEkghUdE8ymdVom5,0.0283,0.769,269287,18.824,0.55,1,0.0,9,0.139,-6.299,0,56,2018-09-28,11,0.359,97.01,4,0.36,1
spotify:track:0ubdf6zWT1It2saK41SkO0,0.0169,0.807,208504,10.087,0.5710000000000001,1,0.0,2,0.252,-6.937,1,54,2018-09-28,9,0.312,139.996,4,0.0993,1
spotify:track:5s6pKnF3ZPtuqvEx1i1V7U,0.276,0.7879999999999999,223617,20.312,0.765,1,0.0,2,0.21600000000000005,-3.93,1,54,2018-09-28,12,0.439,144.046,4,0.667,1
spotify:track:7EgI0dCaQuHFe3OTj5EpWI,0.00705,0.929,223939,12.517000000000001,0.598,1,0.0,1,0.0549,-5.372999999999998,1,56,2018-09-28,14,0.156,96.012,4,0.501,1
spotify:track:1Dk3CfJEtqvj7Xg2AWwfEn,0.14400000000000002,0.752,262400,10.107000000000001,0.703,1,0.0,5,0.325,-3.417,0,55,2018-09-28,13,0.213,149.988,4,0.6409999999999999,1
spotify:track:6y4pOReFqH2wzo4CV91cZC,0.479,0.6409999999999999,212428,14.329,0.579,1,9.58e-05,9,0.214,-8.277999999999999,1,58,2018-09-28,9,0.0895,145.994,4,0.421,1
spotify:track:3BUWNzPWz2mDbptZmGEXpB,0.0216,0.552,316192,12.239999999999998,0.562,1,0.0,11,0.302,-6.862,1,61,2018-09-28,12,0.16399999999999998,135.014,4,0.439,1
spotify:track:6wqWfSOZvTK18SAczoYm1L,0.0206,0.865,280309,13.058999999999996,0.568,1,0.0,0,0.18600000000000005,-5.112,1,53,2018-09-28,10,0.241,90.985,4,0.8809999999999999,1
spotify:track:68lOQPb5tX8U2cQRuas0L2,0.337,0.6779999999999999,240199,15.390999999999998,0.6659999999999999,1,0.0,5,0.115,-6.949,1,56,2018-09-28,10,0.487,87.634,4,0.523,1
spotify:track:63TyoT9Ee03rQxv8xmdJ2l,0.217,0.895,286117,16.17,0.8390000000000001,1,3e-06,0,0.239,-4.512,1,67,2018-09-08,11,0.227,149.951,4,0.7559999999999999,1
spotify:track:1kaxyXcAi5ZHF3Q94QXsHK,0.273,0.754,214314,9.431,0.615,1,0.0,4,0.13,-5.346,0,55,2018-09-28,11,0.171,140.04,4,0.345,1
spotify:track:4E3qImtJzRqLt8ZZyLceOE,0.4,0.746,249751,27.026999999999997,0.644,1,0.0,7,0.095,-2.605,1,55,2018-09-28,9,0.232,146.178,4,0.542,1
spotify:track:7cG6SxmQ24hQWnR8UThrk2,0.227,0.6509999999999999,207187,19.693,0.7190000000000001,1,0.0,0,0.109,-3.924,1,53,2018-09-28,8,0.301,116.77,4,0.402,1
spotify:track:7gY3cyGcB2wnk2xDXiA0pe,0.0112,0.578,220850,24.205,0.6940000000000001,0,0.0,5,0.102,-5.351,1,71,2019-02-15,10,0.0706,129.921,4,0.268,1
spotify:track:0tgVpDi06FyKpA1z0VMD4v,0.163,0.599,263400,9.379,0.448,0,0.0,8,0.106,-6.312,1,85,2017-03-03,12,0.0232,95.05,3,0.168,1
spotify:track:3CA9pLiwRIGtUBiMjbZmRw,0.0891,0.586,210747,49.216,0.909,1,0.000109,8,0.119,-6.474,1,79,2018-06-29,12,0.0705,93.394,4,0.757,1
spotify:track:6DCZcSspjsKoFjzjrWoCdn,0.0332,0.754,198973,24.819000000000006,0.449,1,8.290000000000001e-05,7,0.552,-9.211,1,84,2018-06-29,9,0.109,77.169,4,0.35700000000000004,1
spotify:track:6Poyf51k7W3NKnsGwAI90B,0.313,0.855,279867,48.364,0.787,1,0.0,8,0.194,-4.134,0,65,2018-08-10,9,0.334,88.00299999999999,4,0.7020000000000001,1
spotify:track:4VXIryQMWpIdGgYR4TrjT1,0.0769,0.6709999999999999,165820,23.169,0.529,1,0.000335,0,0.0856,-7.226,1,84,2018-12-10,7,0.307,161.989,4,0.203,1
spotify:track:58QhkbaAkLFnn7JwAnAato,0.227,0.83,262494,3.173,0.546,1,0.0,1,0.112,-5.716,1,71,2018-08-31,9,0.295,182.973,4,0.535,1
spotify:track:0OWZFobGSIW9GrSlQ9C5pc,0.0977,0.333,205453,12.929000000000002,0.412,0,0.0,3,0.113,-8.633,1,68,2017-09-08,8,0.029,85.02799999999998,4,0.474,1
spotify:track:3DV49ruvI5Sl6iisPZAc2c,0.0362,0.597,149293,15.698999999999998,0.721,0,0.0,9,0.0832,-6.4220000000000015,1,64,2017-08-04,7,0.0356,132.054,4,0.4370000000000001,1
spotify:track:7wBJfHzpfI3032CSD7CE2m,0.00947,0.487,270715,19.000999999999998,0.789,1,4.05e-06,8,0.189,-3.69,1,78,2018-08-03,9,0.044,150.007,4,0.0564,1
spotify:track:3oDkdAySo1VQQG0ptV7uwa,0.0414,0.665,175755,18.278,0.6509999999999999,1,0.0,1,0.0896,-5.515,1,81,2018-12-10,9,0.156,163.935,4,0.237,1
spotify:track:5bJ1DrEM4hNCafcDd1oxHx,0.3670000000000001,0.52,345133,16.656,0.5379999999999999,1,0.00187,1,0.119,-8.109,1,78,2018-08-03,15,0.206,141.894,4,0.177,1
spotify:track:6Hgh47WXVKtXN5zGOu0hjI,0.183,0.652,263014,23.819000000000003,0.6779999999999999,1,3.26e-05,2,0.106,-6.183,1,77,2018-04-20,13,0.0541,72.98899999999998,4,0.28,1
spotify:track:5sIx4BlfYGuZeSLF40N9GH,0.193,0.685,217287,36.453,0.508,0,0.0,0,0.139,-6.4,1,73,2018-03-16,11,0.0987,99.063,4,0.315,1
spotify:track:2jt2WxXMCD4zjACthkJQVE,0.0311,0.939,337941,12.476,0.551,1,0.0,1,0.192,-9.126,1,73,2018-08-31,16,0.29100000000000004,118.552,4,0.42,1
spotify:track:0B08s1tLWCXoFmGP0vIubM,0.016,0.698,264853,7.143999999999999,0.7829999999999999,0,0.0,2,0.17600000000000002,-6.502999999999999,1,43,2018-06-15,14,0.266,160.034,4,0.378,1
spotify:track:7IBSffWIu7P2MC7kMwy2FM,0.307,0.877,226743,36.064,0.477,1,0.0,9,0.0929,-7.379,0,75,2018-07-13,9,0.0587,127.023,4,0.552,1
spotify:track:6kPJZM97LwdG9QIsT7khp6,0.0441,0.737,222653,5.457999999999999,0.636,0,6.659999999999999e-05,11,0.35,-4.546,0,78,2018-05-17,11,0.0437,105.005,4,0.565,1
spotify:track:48zFZh27QU5qsrBjn4C2FA,0.315,0.754,176133,16.523,0.805,0,0.0,6,0.203,-4.249,1,77,2018-08-24,7,0.0752,93.982,4,0.555,1
spotify:track:4at3d5QWnlibMVN75ECDrp,0.696,0.61,240342,20.409000000000002,0.458,1,0.000103,9,0.0852,-11.336,1,76,2018-09-14,11,0.36,192.099,4,0.246,1
spotify:track:2VIPU72L6tIR4w8J8ap6Kp,0.84,0.638,217120,12.159,0.3670000000000001,0,0.0,4,0.0999,-7.9060000000000015,1,67,2017-02-10,11,0.0266,71.957,4,0.219,1
spotify:track:43HIlAHRIQf8l1wl1kb538,0.00134,0.772,255627,6.5329999999999995,0.504,0,0.0013800000000000002,0,0.0789,-9.857,0,35,2018-07-25,11,0.0762,110.003,4,0.5710000000000001,1
spotify:track:7qXPZxXn6Xmv1sjh03skiW,0.00122,0.614,202853,4.3290000000000015,0.884,0,0.0,0,0.077,-4.019,1,66,2018-09-14,7,0.0402,100.531,4,0.721,1
